,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
153,Hometech,6.999 TL,8077 kişi,4.3,118.0,https://www.trendyol.com/hometech/alfa-640c-intel-celeron-n4020c-8-gb-256-gb-ssd-freedos-14-1-hd-tasinabilir-bilgisayar-p-392825122,Intel Celeron,8 GB,256 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"14,1 inç",Ofis - İş,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
154,Apple,43.699 TL,3218 kişi,4.8,13.0,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-8-core-gpu-8gb-256gb-ssd-midnight-p-814750695,Apple M3,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,M3,"13,6 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Yok,USB-C,Q Türkçe,2 Yıl,
155,ACER,10.595 TL,335 kişi,4.9,12.0,https://www.trendyol.com/acer/aspire-3-a315-58-51vl-nx-addey-00c-i5-1135g7-8-gb-256-gb-ssd-iris-xe-graphics-15-6-freedos-p-788646972,Intel Core i5,8 GB,256 GB,Free Dos,ACER Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1135G7,4,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
156,HP,23.755 TL,1962 kişi,4.3,32.0,https://www.trendyol.com/hp/victus-16-e1011nt-amd-ryzen-5-6600h-8gb-512gb-rtx3050ti-16-1-fhd-144hz-dos-68s27ea-p-752684631,AMD Ryzen 5,8 GB,512 GB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 3050 Ti,"16,1 inç",Oyun,Harici,4 GB ve altı,6600H,6,Ryzen 6000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
157,MONSTER,"35.999,94 TL",275 kişi,5.0,2.0,https://www.trendyol.com/monster/tulpar-t7-v20-8-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-819759272,Intel Core i7,16 GB,500 GB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
158,CASPER,26.599 TL,1135 kişi,4.2,5.0,https://www.trendyol.com/casper/excalibur-g770-1245-8vj0x-b-i5-12450h-8gb-ram-500gb-nvme-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-311975826,Intel Core i5,8 GB,500 GB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
159,ASUS,6.999 TL,321 kişi,2.5,2.0,https://www.trendyol.com/asus/x515ma-ej679w-celeron-n4020-4gb-128gb-ssd-15-6-fhd-windows-11-p-782522163,Intel Celeron,4 GB,128 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
160,HP,25.999 TL,179 kişi,5.0,3.0,https://www.trendyol.com/hp/victus-16-s0067nt-8v8a1ea-amd-ryzen-5-7640hs-16gb-512gb-ssd-6gb-rtx-3050-16-1-fhd-freedos-p-770050449,AMD Ryzen 5,16 GB,512 GB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 3050,"16,1 inç",Oyun,Harici,6 GB,7640HS,6,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
161,ACER,24.999 TL,616 kişi,4.0,4.0,https://www.trendyol.com/acer/nitro-5-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-6gb-dos-15-6-144hz-nh-qlzey-00d-p-837845053,Intel Core i5,16 GB,512 GB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
162,ASUS,12.948 TL,594 kişi,3.1,14.0,https://www.trendyol.com/asus/vivobook-15-intel-core-i5-1235u-8gb-256gb-ssd-freedos-fhd-tasinabilir-bilgisayar-x1502za-ej1644-p-782352241,Intel Core i5,8 GB,256 GB,Free Dos,Asus Türkiye Garantili,Intel XE Graphics,"15,6 inç",Ev - Okul,Harici,4 GB ve altı,1260p,8,12. Nesil,Yok,USB,Q Türkçe (Aydınlatmasız),2 Yıl,
163,MONSTER,37.999 TL,5690 kişi,4.7,131.0,https://www.trendyol.com/monster/abra-a5-v17-4-4-intel-core-i7-11800h-32gb-ram-1-tb-ssd-rtx-3060-freedos-15-6-inc-fhd-144-hz-p-674424445,Intel Core i7,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX3060,"15,6 inç",Oyun,Harici,6 GB,11800H,8,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
164,ASUS,9.499 TL,329 kişi,5.0,5.0,https://www.trendyol.com/asus/vivobook-go-15-amd-ryze-5-7520u-8gb-256gb-ssd-15-6-freedos-e1504fa-nj004-p-738402973,AMD Ryzen 5,8 GB,256 GB,Free Dos,Asus Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7520U,12+,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
165,ASUS,28.999 TL,131 kişi,5.0,1.0,https://www.trendyol.com/asus/zenbook-14-um3402ya-kp394w-amd-ryzen-5-7530u-16gb-512gb-ssd-14-wqxga-2560x1600-ips-w11h-p-806447604,AMD Ryzen 5,16 GB,512 GB,Windows,Asus Türkiye Garantili,AMD Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,7530U,6,7. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
166,ASUS,17.599 TL,5764 kişi,4.6,153.0,https://www.trendyol.com/asus/x515ea-bq1185w-intel-i5-1135g7-8gb-ram-512gb-ssd-iris-xe-15-6-fhd-ips-w11-notebook-p-349920496,Intel Core i5,8 GB,512 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Oyun,Dahili,Paylaşımlı,1135G7,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
167,ACER,"34.689,01 TL",2681 kişi,4.3,36.0,https://www.trendyol.com/acer/nitro-5-intel-core-i7-12650h-32gb-1tb-ssd-rtx4060-8gb-15-6-dos-165hz-gaming-notebook-nh-qm0ey-00c-p-784172190,Intel Core i7,32 GB,1 TB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12650H,10,12. Nesil,Var,HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
168,Huawei,32.750 TL,8971 kişi,4.6,170.0,https://www.trendyol.com/huawei/matebook-d16-i7-16-gb-ram-12-nesil-12700h-laptop-512-gb-16-p-335912812,Intel Core i7,16 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,16 inç,Ofis - İş,Dahili,Paylaşımlı,12700H,14,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
169,MONSTER,38.099 TL,,5.0,1.0,https://www.trendyol.com/monster/abra-a7-v15-2-5-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-17-3-fhd-144-hz-p-824647705,Intel Core i7,32 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
170,Huawei,27.999 TL,768 kişi,3.6,14.0,https://www.trendyol.com/huawei/matebook-d16-intel-core-i5-13420h-16gb-1tb-ssd-16-windows-11-gri-dizustu-bilgisayar-p-800344561,Intel Core i5,16 GB,1 TB,Windows,Huawei Türkiye Garantili,Intel Graphics,16 inç,Ofis - İş,Dahili,Paylaşımlı,13420H,8,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
171,Huawei,22.870 TL,1291 kişi,4.9,9.0,https://www.trendyol.com/huawei/matebook-d16-2024-intel-core-i5-12450h-16gb-512gb-ssd-windows-11-home-16-ips-p-798264249,Intel Core i5,16 GB,512 GB,Windows,Huawei Türkiye Garantili,Intel Graphics,16 inç,Ofis - İş,Dahili,Paylaşımlı,12450H,8,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
172,MONSTER,25.299 TL,431 kişi,4.3,7.0,https://www.trendyol.com/monster/huma-h4-v5-1-12-intel-core-i5-1235u-16gb-ram-1tb-ssd-windows-11-14-1-fhd-rose-gold-p-679940203,Intel Core i5,16 GB,1 TB,Windows,Monster Türkiye Garantili,Intel Graphics,"14,1 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
173,MONSTER,"33.698,39 TL",2700 kişi,4.2,84.0,https://www.trendyol.com/monster/abra-a7-v14-5-2-intel-core-i5-13500h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736036458,Intel Core i5,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"17,3 inç",Oyun,Harici,6 GB,13500H,12+,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
174,MONSTER,39.703 TL,1728 kişi,4.1,21.0,https://www.trendyol.com/monster/tulpar-t7-v20-8-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-819759117,Intel Core i7,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
175,MSI,33.599 TL,1774 kişi,4.5,15.0,https://www.trendyol.com/msi/cyborg-15-a13ve-897xtr-i7-13620h-16gb-1tb-ssd-rtx4050-6gb-15-6-144hz-freedos-p-804410204,Intel Core i7,16 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13620H,10,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
176,ASUS,9.312 TL,530 kişi,5.0,7.0,https://www.trendyol.com/asus/x515ea-bq945w-11-nesil-core-uyumlu-i3-1115g4-4gb-256gb-ssd-15-6inc-w11-p-691001649,Intel Core i3,4 GB,256 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1115G4,2,11. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
177,MSI,"93.297,60 TL",162 kişi,5.0,4.0,https://www.trendyol.com/msi/vector-16-hx-a13vhg-495tr-i7-13700hx-16gb-ddr5-rtx4080-gddr6-12gb-1tb-ssd-16-0-fhd-144hz-w11-p-806785348,Intel Core i7,16 GB,1 TB,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4080,16 inç,Oyun,Harici,12 GB,13700HX,16,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
178,ASUS,11.999 TL,105 kişi,5.0,1.0,https://www.trendyol.com/asus/vivobook-go-15-amd-ryze-5-7520u-8gb-1tb-ssd-15-6-freedos-e1504fa-nj004tr2-p-738402911,AMD Ryzen 5,8 GB,1 TB,Free Dos,Asus Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7520U,12+,7. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
179,MONSTER,45.299 TL,4321 kişi,4.6,105.0,https://www.trendyol.com/monster/tulpar-t7-v20-6-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-736980364,Intel Core i7,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,13700H,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
180,CASPER,36.999 TL,689 kişi,4.8,8.0,https://www.trendyol.com/casper/excalibur-g870-1265-bfb0x-b-i7-12650h-16gb-ram-1tb-nvme-ssd-8gb-rtx4060-dos-gaming-laptop-p-672160551,Intel Core i7,16 GB,1 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
181,Apple,37.880 TL,7483 kişi,4.9,185.0,https://www.trendyol.com/apple/macbook-air-m1-16-gb-ram-13-8-gb-256-gb-ssd-uzay-grisi-laptop-p-92881504,Apple M1,16 GB,256 GB,Mac Os,Resmi Distribütör Garantili,M1 7 Çekirdekli,"13,3 inç",Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,8,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
182,ASUS,14.259 TL,158 kişi,5.0,7.0,https://www.trendyol.com/asus/expertbook-b1502cba-i512358512db-i5-1235u-8-gb-512-gb-ssd-15-6-dos-fhd-dizustu-bilgisayar-p-793075470,Intel Core i5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
183,MONSTER,26.299 TL,580 kişi,4.4,7.0,https://www.trendyol.com/monster/abra-a5-v21-3-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-819758671,Intel Core i7,32 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
184,LENOVO,12.999 TL,,5.0,1.0,https://www.trendyol.com/lenovo/ideapad-1-15amn7-amd-ryzen-3-7320u-8gb-512gb-ssd-radeon-610m-w11pro-15-6-fhd-82vg00gptx-06-p-824411011,Intel Core i5,8 GB,512 GB,Windows,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,12450H,10,12. Nesil,Yok,Wi-Fi,Q Türkçe,2 Yıl,
185,Apple,26.499 TL,44.6B kişi,4.9,638.0,https://www.trendyol.com/apple/macbook-air-13-m1-8gb-256gb-ssd-altin-p-67940132,Apple M1,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,Dahili Ekran Kartı,"13,3 inç",Ev - Okul,Dahili,Paylaşımlı,Belirtilmemiş,8,1. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmalı),2 Yıl,
186,ACER,9.148 TL,2331 kişi,4.4,64.0,https://www.trendyol.com/acer/aspire-3-a315-510p-38x0-15-6-fhd-intel-i3-n305-8-gb-ddr5-ram-256-gb-ssd-freedos-nx-kdhey-003-p-734373841,Intel Core i3,8 GB,256 GB,Free Dos,Resmi Distribütör Garantili,Dahili Ekran Kartı,"15,6 inç",Ofis - İş,Harici,Paylaşımlı,N305,8,3. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmalı),2 Yıl,
187,HP,"13.696,71 TL",4666 kişi,4.5,68.0,https://www.trendyol.com/hp/14-ep0014nt-intel-core-i3-n305-8gb-512gb-ssd-dos-14-fhd-gece-mavisi-laptop-hp-turkiye-garantili-p-712241023,Intel Core i3,8 GB,512 GB,Free Dos,HP Türkiye Garantili,Intel Graphics,14 inç,Ev - Okul,Dahili,Paylaşımlı,N305,8,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
188,ASUS,10.699 TL,146 kişi,5.0,2.0,https://www.trendyol.com/asus/vivobook-15-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-x1502za-ej652w-canta-p-829468525,Intel Core i3,8 GB,256 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,10,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
189,MSI,26.349 TL,2535 kişi,4.1,29.0,https://www.trendyol.com/msi/thin-gf63-12ve-083xtr-i5-12450h-16gb-ddr4-1tb-ssd-6gb-rtx-4050-144hz-15-6-full-hd-freedos-gamin-p-728076343,Intel Core i5,16 GB,1 TB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
190,MSI,27.689 TL,294 kişi,5.0,2.0,https://www.trendyol.com/msi/thin-gf63-12uc-877xtr-i5-12450h-16gb-512gb-ssd-rtx3050-15-6-inc-fhd-144hz-freedos-gaming-laptop-p-770299737,Intel Core i5,16 GB,512 GB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,12450H,8,12. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
191,Huawei,48.499 TL,323 kişi,4.5,2.0,https://www.trendyol.com/huawei/matebook-16s-i9-13900h-16-gb-1-tb-ssd-16-w11-dizustu-bilgisayar-p-779075650,Intel Core i9,16 GB,1 TB,Windows,Resmi Distribütör Garantili,Intel Graphics,16 inç,Ofis - İş,Dahili,Paylaşımlı,13900H,Belirtilmemiş,13. Nesil,Var,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
192,HP,38.499 TL,317 kişi,4.0,5.0,https://www.trendyol.com/hp/victus-16-r1073nt-i5-14500hx-16-gb-1-tb-ssd-rtx4060-8gb-freedos-16-1-144-hz-notebook-9j274ea-p-788368044,Intel Core i5,16 GB,1 TB,Free Dos,HP Türkiye Garantili,Nvidia GeForce RTX 4060,"16,1 inç",Oyun,Harici,8 GB,14500HX,14,14. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
193,ACER,14.799 TL,,5.0,1.0,https://www.trendyol.com/acer/aspire-3-12-nesil-core-i5-1235u-8gb-512gb-ssd-15-6inc-mx550-2gb-freedos-p-810337500,Intel Core i5,8 GB,512 GB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce MX550,"15,6 inç",Oyun,Harici,4 GB ve altı,1235U,10,12. Nesil,Yok,USB,Q Türkçe (Aydınlatmasız),2 Yıl,
194,LENOVO,"9.744,90 TL",9523 kişi,4.3,83.0,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-4gb-256gb-ssd-dos-15-6-arctic-grey-laptop-82rk00xbtx-p-772120070,Intel Core i3,4 GB,256 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
195,Apple,60.399 TL,2118 kişi,4.8,11.0,https://www.trendyol.com/apple/macbook-pro-m3-14-uzay-gri-8gb-512gb-ssd-mtl73tu-a-p-777662344,Apple M3,8 GB,512 GB,Mac Os,Apple Türkiye Garantili,M3,14 inç,Ofis - İş,Dahili,Paylaşımlı,M3,8,3. Nesil,Yok,USB-C,Q Türkçe (Aydınlatmalı),2 Yıl,
196,Apple,39.773 TL,782 kişi,4.4,15.0,https://www.trendyol.com/apple/macbook-air-m2-cip-16-gb-256-gb-ssd-13-6-yildiz-isigi-notebook-z15y00102-p-381593698,Apple M2,16 GB,256 GB,Mac Os,Apple Türkiye Garantili,M2 10 Çekirdekli,"13,6 inç",Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Yok,Bluetooth,Q Türkçe,2 Yıl,
197,MSI,33.999 TL,826 kişi,5.0,5.0,https://www.trendyol.com/msi/cyborg-15-a13vf-895xtr-i5-13420h-16gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-15-6-fhd-144hz-dos-p-804737263,Intel Core i5,16 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Ofis - İş,Harici,8 GB,13420H,8,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
198,HP,8.905 TL,145 kişi,5.0,1.0,https://www.trendyol.com/hp/15-dizustu-bilgisayar-15-6-inc-fhd-intel-core-i3-1115g4-8-gb-ram-256-gb-ssd-freedos-p-817236206,Intel Core i3,8 GB,256 GB,Free Dos,HP Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1115G4,2,11. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
199,MSI,29.900 TL,2108 kişi,4.1,22.0,https://www.trendyol.com/msi/thin-gf63-12-nesil-core-i7-12650h-rtx4050-6gb-16gb-512gb-ssd-15-6inc-freedos-p-779232291,Intel Core i7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12650H,10,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
200,MSI,22.399 TL,499 kişi,3.0,2.0,https://www.trendyol.com/msi/thin-a15-b7uc-077xtr-r5-7535hs-16gb-ram-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-dos-p-822705861,AMD Ryzen 5,16 GB,512 GB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,7535HS,12+,Ryzen 7000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe,2 Yıl,
201,LENOVO,14.999 TL,3027 kişi,4.8,85.0,https://www.trendyol.com/lenovo/ideapad-3-15alc6-amd-ryzen-5-5500u-8gb-256gb-ssd-notebook-82ku0117tx-82ku0117tx-p-329286043,AMD Ryzen 5,8 GB,256 GB,Windows,Lenovo Türkiye Garantili,AMD Radeon Graphics,"15,6 inç",Ofis - İş,Harici,4 GB ve altı,5500U,Belirtilmemiş,Ryzen 5000 Serisi,Yok,Bluetooth,Q Türkçe,2 Yıl,
202,ASUS,14.999 TL,2144 kişi,4.5,44.0,https://www.trendyol.com/asus/x1502za-ej654w-intel-i5-1235u-8gb-256gb-ssd-intel-iris-xe-graphics-15-6-fhd-w11-mavi-notebook-p-753724191,Intel Core i5,8 GB,256 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
203,MSI,27.300 TL,553 kişi,4.6,5.0,https://www.trendyol.com/msi/thin-15-b12ve-1626xtr-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-815350713,Intel Core i5,16 GB,512 GB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,12450H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),2 Yıl,
204,HP,16.799 TL,3314 kişi,4.8,56.0,https://www.trendyol.com/hp/250-g8-i5-1135g7-16gb-1tb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-853u7es6-p-767511636,Intel Core i5,16 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1135G7,4,11. Nesil,Yok,Bluetooth - USB,Q Türkçe (Aydınlatmasız),2 Yıl,
205,CASPER,39.999 TL,7064 kişi,4.4,187.0,https://www.trendyol.com/casper/excalibur-g870-1270-dxb0x-b-intel-core-i7-12700h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829,Intel Core i7,32 GB,2 TB,Free Dos,Casper Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,Bluetooth,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
206,MSI,14.799 TL,404 kişi,5.0,7.0,https://www.trendyol.com/msi/modern-15-b12mo-i5-1235u-8-ram-512-ssd-win-11-isikli-klavye-15-6-p-760144517,Intel Core i5,8 GB,512 GB,Windows,MSI Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1235U,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
207,LENOVO,14.499 TL,627 kişi,4.5,16.0,https://www.trendyol.com/lenovo/v15-g3-82tt008ptx-i5-1235u-16gb-512gb-ssd-15-6-free-dos-p-683149154,Intel Core i5,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1235U,10,12. Nesil,Yok,USB,Q Türkçe,2 Yıl,
208,MSI,31.799 TL,2632 kişi,4.0,32.0,https://www.trendyol.com/msi/thin-gf63-12vf-405xtr-i7-12650h-16gb-ddr4-rtx4060-gddr6-8gb-512gb-ssd-15-6-fhd-144hz-dos-p-735321318,Intel Core i7,16 GB,512 GB,Free Dos,MSI Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12650H,10,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
209,Apple,90.489 TL,501 kişi,5.0,4.0,https://www.trendyol.com/apple/macbook-pro-m3-16-uzay-siyah-18gb-512gb-ssd-mrw13tu-a-p-777662386,,,512 GB,,Apple TÃ¼rkiye Garantili,,16 inÃ§,,,,,,,Yok,,Q TÃ¼rkÃ§e (AydÄ±nlatmalÄ±),,
210,ACER,10.240 TL,5515 kişi,4.5,115.0,https://www.trendyol.com/acer/aspire-3-amd-ryzen-3-7320u-8gb-512gb-ssd-15-6-fhd-dos-dizustu-bilgisayar-acer-turkiye-garantili-p-741177832,AMD Ryzen 3,8 GB,512 GB,Free Dos,ACER Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,7320U,4,Ryzen 7000 Serisi,Yok,HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
