,Product Name,Product Price,Product Favorite,Product Rating,Product Rating Count,Product URL,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu,Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Bağlantılar,Klavye,Garanti Süresi,HDMI
703,MONSTER,34.599 TL,705 kişi,4.6,11.0,https://www.trendyol.com/monster/abra-a5-v20-3-4-intel-core-i7-13700h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-736036351,Intel Core i7,16 GB,1 TB,Free Dos,Monster Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,13700H,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (Aydınlatmalı),2 Yıl,
704,ASUS,11.899 TL,231 kişi,4.9,7.0,https://www.trendyol.com/asus/x515ea-bq967w05-i3-1115g4-12gb-512ssd-15-6-fullhd-w11h-tasinabilir-bilgisayar-p-445383041,Intel Core i3,12 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1115G4,2,11. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
705,Game Garaj,"52.224,44 TL",,5.0,2.0,https://www.trendyol.com/game-garaj/slayer3-7xl-4060-c2-i7-13700h-32gb-1tb-ssd-rtx4060-17-3-fhd-ips-144hz-dos-p-665158539,Intel Core i7,32 GB,1 TB,Free Dos,Game Garaj Türkiye Garantili,Nvidia GeForce RTX 4060,"17,3 inç",Oyun,Harici,8 GB,13700H,14,13. Nesil,Yok,HDMI,Q Türkçe,2 Yıl,
706,HP,31.500 TL,618 kişi,4.7,12.0,https://www.trendyol.com/hp/victus-15-fa1025nt-core-i5-13500h-16gb-512gb-ssd-6gb-rtx-4050-15-6-w11-mika-gumus-7n9t3ea-p-773620973,Intel Core i5,16 GB,512 GB,Windows,HP Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,Paylaşımlı,13500H,4,11. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
707,ACER,13.299 TL,200 kişi,5.0,5.0,https://www.trendyol.com/acer/aspire-3-a315-58-50ee-intel-i5-1135g-8gb-ram-256ssd-iris-xe-graphics-15-6-fhd-w11-gumus-noteb-p-772493006,Intel Core i5,8 GB,256 GB,Windows,ACER Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,1135G7,4,11. Nesil,Yok,Bluetooth,Q Türkçe (Aydınlatmasız),2 Yıl,
708,MONSTER,43.299 TL,,5.0,1.0,https://www.trendyol.com/monster/tulpar-t5-v23-4-5-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-windows-11-15-6-fhd-144-hz-p-820110595,Intel Core i7,32 GB,1 TB,Windows,Monster Türkiye Garantili,Nvidia GeForce RTX 4060,"15,6 inç",Oyun,Harici,8 GB,12700H,14,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe + Numerik (RGB Aydınlatmalı),2 Yıl,
709,ASUS,25.499 TL,,4.0,1.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hf-i5-11400h-16gb-512gb-ssd-rtx2050-4gb-144hz-15-6-fhd-fdos-hn030-p-683449448,Intel Core i5,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
710,HP,16.999 TL,,3.0,1.0,https://www.trendyol.com/hp/255-g8-ryzen-5-5500-16gb-256gb-ssd-15-6-w11pro-tasinabilir-bilgisayar-7n4w6aa-p-658748294,AMD Ryzen 5,16 GB,256 GB,Windows,HP Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe,2 Yıl,
711,ASUS,37.999 TL,246 kişi,3.0,2.0,https://www.trendyol.com/asus/tuf-gaming-a15-r7-7735hs-16gb-1tb-ssd-rtx4050-6gb-15-6-144hz-fhd-fdos-fa507nu-lp052-p-690586239,AMD Ryzen 7,16 GB,1 TB,Free Dos,Asus Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7735HS,8,Ryzen 7000 Serisi,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
712,ASUS,33.777 TL,,5.0,1.0,https://www.trendyol.com/asus/rog-strix-g15-g513rc-hn194a3-ryzen7-6800hs-32gb-512ssd-rtx3050-15-6-fullhd-freedos-tasinabilir-p-684483621,AMD Ryzen 7,32 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,"15,6 inç",Oyun,Harici,4 GB ve altı,6800HS,8,6. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
713,ASUS,26.999 TL,270 kişi,3.7,3.0,https://www.trendyol.com/asus/vivobook-15-x1502za-ej1815-i7-12700h-16gb-ram-512gb-ssd-15-6-inc-fhd-p-813497464,Intel Core i7,16 GB,512 GB,Free Dos,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,12700H,8,12. Nesil,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
714,ASUS,9.767 TL,251 kişi,3.0,2.0,https://www.trendyol.com/asus/x415ma-ek385w05-n4020-8gb-512ssd-14-fullhd-w11h-tasinabilir-bilgisayar-p-640001626,Intel Celeron,8 GB,512 GB,Windows,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,N4020,2,10. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
715,LENOVO,14.899 TL,109 kişi,4.0,2.0,https://www.trendyol.com/lenovo/v15-g4-i5-12500h-8gb-512gb-ssd-15-6-fhd-fdos-notebook-83fs001htr-p-787815171,Intel Core i5,8 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,12500H,8,12. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
716,ASUS,35.999 TL,112 kişi,5.0,2.0,https://www.trendyol.com/asus/vivobook-16x-i5-12450h-16gb-512-ssd-rtx3050-16-fullhd-w11h-bilgisayar-snertech-p-796689716,Intel Core i5,16 GB,512 GB,Windows,Asus Türkiye Garantili,Nvidia GeForce RTX 3050,"16,1 inç",Ofis - İş,Harici,Paylaşımlı,12450H,8,12. Nesil,Var,HDMI - USB,Q Türkçe,2 Yıl,
717,ACER,49.300 TL,468 kişi,5.0,10.0,https://www.trendyol.com/acer/nitro-5-an515-46-amd-ryzen-7-6800h-16-gb-1-tb-ssd-rtx-3070ti-8-gb-freedos-15-6-fhd-144-hz-notebook-p-769678718,AMD Ryzen 7,16 GB,1 TB,Free Dos,ACER Türkiye Garantili,Nvidia GeForce RTX 3070Ti,"15,6 inç",Oyun,Harici,8 GB,6800H,8,Ryzen 6000 Serisi,Yok,USB - Bluetooth - HDMI,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
718,LENOVO,38.999 TL,103 kişi,5.0,1.0,https://www.trendyol.com/lenovo/thinkpad-e14-gen-5-i7-13700h-32gb-1tb-ssd-14-wuxga-freedos-21jls20ktx004-p-791538986,Intel Core i7,32 GB,1 TB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,14 inç,Ofis - İş,Dahili,Paylaşımlı,13700H,14,13. Nesil,Yok,USB - Bluetooth - HDMI,Q Türkçe (Aydınlatmalı),3 Yıl,
719,LENOVO,31.299 TL,,5.0,1.0,https://www.trendyol.com/lenovo/ideapad-gaming-3-amd-ryzen-7-7735hs-32gb-512gb-ssd-rtx4050-freedos-15-6-fhd-tasinabilir-bilg-p-751470168,AMD Ryzen 7,16 GB,512 GB,Free Dos,Lenovo Türkiye Garantili,Nvidia GeForce RTX 4050,"15,6 inç",Oyun,Harici,6 GB,7730U,8,7. Nesil,Yok,USB,Q Türkçe (Aydınlatmalı),2 Yıl,
720,ASUS,27.999 TL,251 kişi,4.1,7.0,https://www.trendyol.com/asus/tuf-gaming-f15-fx506hf-i5-11400h-16gb-1tb-ssd-rtx2050-4gb-144hz-15-6-fhd-w11home-hn031-p-711553856,Intel Core i5,16 GB,1 TB,Windows,Asus Türkiye Garantili,Nvidia GeForce RTX 2050,"15,6 inç",Oyun,Harici,4 GB ve altı,11400H,6,11. Nesil,Yok,HDMI - USB,Q Türkçe (RGB Aydınlatmalı),2 Yıl,
721,HP,18.434 TL,231 kişi,5.0,4.0,https://www.trendyol.com/hp/255-g8-ryzen-5-5500-16gb-1tb-ssd-15-6-fdos-tasinabilir-bilgisayar-7n4w6aa-p-658737821,AMD Ryzen 5,16 GB,1 TB,Free Dos,HP Türkiye Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5500U,6,Ryzen 5000 Serisi,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
722,LENOVO,20.799 TL,,4.0,3.0,https://www.trendyol.com/lenovo/v15-g3-i7-1255u-24gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tt0055tx002-p-765633797,Intel Core i7,24 GB,512 GB,Free Dos,Resmi Distribütör Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1255U,10,12. Nesil,Yok,Bluetooth - USB,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
723,Apple,89.999 TL,,5.0,1.0,https://www.trendyol.com/apple/macbook-pro-14-inc-m2-pro-10cpu-16gpu-32gb-512gb-uzay-grisi-z17g00284-p-754279869,Apple M2 Pro,32 GB,512 GB,Mac Os,Apple Türkiye Garantili,M2 Pro 16 Çekirdekli,14 inç,Ofis - İş,Dahili,Paylaşımlı,M2 Pro,10,2. Nesil M Serisi,Yok,HDMI - USB,Q Türkçe (Aydınlatmalı),2 Yıl,
724,Apple,45.990 TL,9324 kişi,4.9,162.0,https://www.trendyol.com/apple/macbook-pro-13-3-m2-10c-gpu-8gb-256-gb-ssd-uzay-grisi-p-335850813,Apple M2,8 GB,256 GB,Mac Os,Apple Türkiye Garantili,M2 10 Çekirdekli,13 inç,Ofis - İş,Dahili,Paylaşımlı,Belirtilmemiş,8,2. Nesil,Yok,USB-C,Q Türkçe,2 Yıl,
725,HP,"19.043,11 TL",,4.0,1.0,https://www.trendyol.com/hp/255-g10-8a548ea-amd-ryzen-r7-7730u-16gb-ram-512gb-ssd-15-6-fhd-freedos-dizustu-bilgisayar-p-800056119,AMD Ryzen 5,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,7730U,8,7. Nesil,Yok,HDMI - USB,Q Türkçe (Aydınlatmalı),2 Yıl,
726,HP,20.264 TL,,5.0,1.0,https://www.trendyol.com/hp/250-g9-6q8m6es07-i5-1235u-16gb-512ssd-mx550-15-6-fullhd-w10p-tasinabilir-bilgisayar-p-387554010,Intel Core i5,16 GB,512 GB,Windows,Resmi Distribütör Garantili,Dahili Ekran Kartı,"15,6 inç",Oyun,Harici,4 GB ve altı,1235U,10,12. Nesil,Yok,Bluetooth - USB,Q Türkçe,2 Yıl,
727,ASUS,10.499 TL,,5.0,2.0,https://www.trendyol.com/asus/vivobook-15-x1502za-ej427ozt12-i3-1215u-12-gb-256ssd-15-6-windows-11-pro-p-826841043,Intel Core i3,12 GB,256 GB,Windows,Asus Türkiye Garantili,Intel Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,1215U,6,12. Nesil,Yok,USB,Q Türkçe + Numerik (Aydınlatmasız),2 Yıl,
728,LENOVO,"19.099,47 TL",1766 kişi,5.0,1.0,https://www.trendyol.com/lenovo/v15-aba-gen3-amd-ryzen-7-5825u-16gb-512gb-ssd-15-6-inc-full-hd-fdos-82tv004ltxf06-zetta-canta-p-742034848,AMD Ryzen 7,16 GB,512 GB,Free Dos,Resmi Distribütör Garantili,AMD Graphics,"15,6 inç",Ofis - İş,Dahili,Paylaşımlı,5825U,8,5. Nesil,Yok,HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
729,ASUS,12.999 TL,146 kişi,5.0,2.0,https://www.trendyol.com/asus/vivobook-15-m1502qa-ej140-amd-ryzen-5-5600h-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-bilgisayar-p-778481172,AMD Ryzen 5,8 GB,512 GB,Free Dos,Asus Türkiye Garantili,AMD Graphics,"15,6 inç",Ev - Okul,Dahili,Paylaşımlı,5600H,6,Ryzen 5000 Serisi,Yok,Bluetooth - HDMI,Q Türkçe (Aydınlatmasız),2 Yıl,
