Unnamed: 0,Ürün Markası,Ürün Fiyatı (TL),Ürün Favorisi,Ürün Puanı,Ürün Puan Sayısı,Ürün URL,İşlemci Tipi,Ram (GB),SSD Kapasitesi (GB),İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu (inch),Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası (GB),İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Klavye,Garanti Süresi (Yıl),Ürün Modeli,Aydınlatma Durumu,HDMI,İşlemci Performans Skoru,İşlemci Performans Kategorisi,Ekran Kartı Markası,Ekran Kartı Kategorisi,İşlemci Markası,Fiyat Aralığı,cluster,performance_level,Ürün Rating
192,HP,38499,317,4.0,5,https://www.trendyol.com/hp/victus-16-r1073nt-i5-14500hx-16-gb-1-tb-ssd-rtx4060-8gb-freedos-16-1-144-hz-notebook-9j274ea-p-788368044,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.1,Oyun,1,8,14500HX,16,14. Nesil,0,Q Türkçe,2,Victus,0,1,8.8,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,7.787558958822117
193,ACER,14799,0,5.0,1,https://www.trendyol.com/acer/aspire-3-12-nesil-core-i5-1235u-8gb-512gb-ssd-15-6inc-mx550-2gb-freedos-p-810337500,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce MX550,15.6,Oyun,1,2,1235U,6,12. Nesil,0,Q Türkçe,2,Aspire,0,0,6.000000000000001,3,Nvidia,2,Intel,"(0, 20000]",0,Düşük Performans,10.004914004914005
194,LENOVO,9744,9523,4.3,83,https://www.trendyol.com/lenovo/ideapad-3-intel-core-i3-1215u-4gb-256gb-ssd-dos-15-6-arctic-grey-laptop-82rk00xbtx-p-772120070,Intel Core i3,4,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.396470748554432
195,Apple,60399,2118,4.8,11,https://www.trendyol.com/apple/macbook-pro-m3-14-uzay-gri-8gb-512gb-ssd-mtl73tu-a-p-777662344,Apple M3,8,512,Mac Os,Resmi Distribütör Garantili,M3 10-Çekirdekli GPU,14.0,Ofis - İş,0,0,M3,8,M serisi,0,Q Türkçe,2,Macbook,1,0,8.4,4,Apple,5,Apple,"(60000, 80000]",1,Yüksek Performans,9.75452564112985
196,Apple,39773,782,4.4,15,https://www.trendyol.com/apple/macbook-air-m2-cip-16-gb-256-gb-ssd-13-6-yildiz-isigi-notebook-z15y00102-p-381593698,Apple M2,16,256,Mac Os,Resmi Distribütör Garantili,M2 8-Çekirdekli GPU,13.6,Ofis - İş,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,8.764993497256656
197,MSI,33999,826,5.0,5,https://www.trendyol.com/msi/cyborg-15-a13vf-895xtr-i5-13420h-16gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-15-6-fhd-144hz-dos-p-804737263,Intel Core i5,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Ofis - İş,1,8,13420H,8,13. Nesil,0,Q Türkçe,2,Cyborg,0,1,6.800000000000001,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.086827880512091
198,HP,8905,145,5.0,1,https://www.trendyol.com/hp/15-dizustu-bilgisayar-15-6-inc-fhd-intel-core-i3-1115g4-8-gb-ram-256-gb-ssd-freedos-p-817236206,Intel Core i3,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1115G4,2,11. Nesil,0,Q Türkçe,2,15,0,1,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.015821617926882
199,MSI,29900,2108,4.1,22,https://www.trendyol.com/msi/thin-gf63-12-nesil-core-i7-12650h-rtx4050-6gb-16gb-512gb-ssd-15-6inc-freedos-p-779232291,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12650H,10,12. Nesil,0,Q Türkçe,2,Thin,0,0,6.800000000000001,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.18898346271083
200,MSI,22399,499,3.0,2,https://www.trendyol.com/msi/thin-a15-b7uc-077xtr-r5-7535hs-16gb-ram-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-dos-p-822705861,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Thin,0,1,6.000000000000001,3,Nvidia,3,AMD,"(20000, 40000]",0,Düşük Performans,5.526061024182077
201,LENOVO,14999,3027,4.8,85,https://www.trendyol.com/lenovo/ideapad-3-15alc6-amd-ryzen-5-5500u-8gb-256gb-ssd-notebook-82ku0117tx-82ku0117tx-p-329286043,AMD Ryzen 5,8,256,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,1,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,0,0,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.17532519997783
202,ASUS,14999,2144,4.5,44,https://www.trendyol.com/asus/x1502za-ej654w-intel-i5-1235u-8gb-256gb-ssd-intel-iris-xe-graphics-15-6-fhd-w11-mavi-notebook-p-753724191,Intel Core i5,8,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.21305291607397
203,MSI,27300,553,4.6,5,https://www.trendyol.com/msi/thin-15-b12ve-1626xtr-intel-core-i5-12450h-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-144hz-p-815350713,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Thin,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.160288529678004
204,HP,16799,3314,4.8,56,https://www.trendyol.com/hp/250-g8-i5-1135g7-16gb-1tb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-853u7es6-p-767511636,Intel Core i5,16,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,250,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.057309422327316
205,CASPER,39999,7064,4.4,187,https://www.trendyol.com/casper/excalibur-g870-1270-dxb0x-b-intel-core-i7-12700h-32gb-ram-2tb-nvme-ssd-8gb-rtx4060-freedos-p-672155829,Intel Core i7,32,2048,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Excalibur,1,0,7.600000000000001,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,9.946507913025807
206,MSI,14799,404,5.0,7,https://www.trendyol.com/msi/modern-15-b12mo-i5-1235u-8-ram-512-ssd-win-11-isikli-klavye-15-6-p-760144517,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Modern,1,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.064878461510043
207,LENOVO,14499,627,4.5,16,https://www.trendyol.com/lenovo/v15-g3-82tt008ptx-i5-1235u-16gb-512gb-ssd-15-6-free-dos-p-683149154,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,V15,0,0,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.986947113022113
208,MSI,31799,2632,4.0,32,https://www.trendyol.com/msi/thin-gf63-12vf-405xtr-i7-12650h-16gb-ddr4-rtx4060-gddr6-8gb-512gb-ssd-15-6-fhd-144hz-dos-p-735321318,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12650H,10,12. Nesil,0,Q Türkçe,2,Thin,1,1,6.800000000000001,3,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,8.027647433079013
209,ACER,10240,5515,4.5,115,https://www.trendyol.com/acer/aspire-3-amd-ryzen-3-7320u-8gb-512gb-ssd-15-6-fhd-dos-dizustu-bilgisayar-acer-turkiye-garantili-p-741177832,AMD Ryzen 3,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Aspire,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.765344603831444
210,LENOVO,9999,247,4.0,1,https://www.trendyol.com/lenovo/ideapad1-amd-ryzen-5-5500u-8gb-512gb-ssd-15-6-fhd-dos-cloud-grey-dizustu-bilgisayar-82r400kytx-p-832741075,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Ideapad,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,7.768208283608283
211,MSI,58999,1196,4.6,11,https://www.trendyol.com/msi/katana-17-b13vfk-872xtr-i7-13620h-32gb-ddr5-1tb-ssd-8gb-rtx4060-17-3-144hz-dos-notebook-p-768119706,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,13620H,10,13. Nesil,0,Q Türkçe,2,Katana,1,1,7.2,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,9.231463100995732
212,ACER,18999,274,5.0,3,https://www.trendyol.com/acer/aspire-3-i7-1165g7-16gb-ram-512-gb-ssd-15-6-fhd-ips-intel-iris-xe-p-795845991,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1165G7,4,11. Nesil,0,Q Türkçe,2,Aspire,0,1,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.035373889268627
213,MSI,45999,740,5.0,8,https://www.trendyol.com/msi/katana-17-b13vfk-1037xtr-i7-13620h-16gb-ddr5-rtx4060-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-dos-p-808556156,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,13620H,10,13. Nesil,0,Q Türkçe,2,Katana,1,1,7.2,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.09516986569618
214,ASUS,24299,123,5.0,1,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp159-ryzen5-7535hs-8gb-512gb-ssd-rtx-4050-144hz-dos-15-6-144-hz-fhd-p-806434876,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,1,6.000000000000001,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,10.014166669745617
215,CASPER,12999,3608,4.5,49,https://www.trendyol.com/casper/nirvana-x600-5500-bv00x-g-f-ryzen-5-5500u-16-gb-ram-500gb-nvme-ssd-freedos-p-773800526,AMD Ryzen 5,16,500,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Nirvana,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.335254342243816
216,LENOVO,25949,311,4.5,2,https://www.trendyol.com/lenovo/ideapad-gaming-3-intel-core-i5-12450h-16gb-512gb-ssd-nvidia-geforce-rtx-3050-ti-4gb-gddr6-15-p-754172302,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050 Ti,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,1,0,6.4,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,8.90449557416268
217,MONSTER,37899,329,4.8,6,https://www.trendyol.com/monster/tulpar-t7-v20-8-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-819759616,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Tulpar,1,1,7.600000000000001,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,9.601850584507954
218,LENOVO,8625,8823,4.4,80,https://www.trendyol.com/lenovo/ideapad1-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-744554281,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Ideapad,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.586434129242024
219,LENOVO,11999,4864,4.4,149,https://www.trendyol.com/lenovo/nb-v15-82yu0123tx-ryzen5-7520u-16gb-512ssd-o-b-15-6-dos-p-816046818,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,F Klavye,2,Nb,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.622846584766586
220,LENOVO,21950,7389,4.3,137,https://www.trendyol.com/lenovo/ip-gaming-3-amd-ryzen-5-6600h-16gb-512gb-rtx3050-16-wuxga-165hz-gaming-notebook-82sc0098tx-p-780224610,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,16.0,Oyun,1,4,6600H,6,Ryzen 6000 Serisi,0,Q Türkçe,2,Ideapad,1,1,5.6000000000000005,3,Nvidia,3,AMD,"(20000, 40000]",0,Düşük Performans,9.49176017402228
221,ASUS,17374,3689,4.4,38,https://www.trendyol.com/asus/vivobook-15-intel-core-i5-1235u-16gb-1tb-ssd-w11p-15-6-fhd-bilgisayar-csrtech-p-795953654,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.055927173154013
222,MSI,66749,515,4.5,6,https://www.trendyol.com/msi/katana-17-b13vgk-898tr-i9-13900h-32gb-ddr5-rtx4070-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-w11-p-778749913,Intel Core i9,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,17.3,Oyun,1,8,13900H,14,13. Nesil,0,Q Türkçe,2,Katana,1,1,8.0,4,Nvidia,5,Intel,"(60000, 80000]",1,Yüksek Performans,8.935634001311636
223,Dell,15071,0,5.0,2,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-freedos-n1605pvnb3520t25-p-796125690,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vostro,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.00982800982801
224,HP,14399,2404,4.8,17,https://www.trendyol.com/hp/255-g8-amd-ryzen-5-5500u-16gb-1tb-ssd-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-7n4w2aar5-p-737219914,AMD Ryzen 5,16,1024,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,255,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.803838932958932
225,ASUS,18449,572,3.5,2,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nf-hn051-amd-ryzen-5-7535hs-8gb-512gb-ssd-4gb-rtx2050-15-6-fhd-144hz-fdos-p-814174557,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,1,6.000000000000001,3,Nvidia,2,AMD,"(0, 20000]",0,Düşük Performans,6.660031540152592
226,CASPER,16999,2871,3.8,59,https://www.trendyol.com/casper/nirvana-c550-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-p-740918787,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Nirvana,1,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.673796088008719
227,Dell,32659,1361,4.2,13,https://www.trendyol.com/dell/g15-5530-intel-core-i7-13650hx-16gb-512gb-ssd-rtx3050-6gb-15-6-fhd-120hz-ubuntu-gaming-laptop-p-759035241,Intel Core i7,16,512,Ubuntu,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,13650HX,14,13. Nesil,0,Q Türkçe,2,Gaming,1,1,8.0,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,8.33683061314219
228,Huawei,28999,1170,4.3,18,https://www.trendyol.com/huawei/matebook-14-intel-core-i5-1240p-processor-16gb-512-gb-intel-iris-xe-graphics-14-windows-1-p-759730248,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1240P,12,12. Nesil,1,Q Türkçe,2,Matebook,0,0,7.200000000000001,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,8.574291105835844
229,LENOVO,6799,1186,5.0,2,https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4020-4gb-128gb-ssd-windows-11-15-6-cloud-grey-dizustu-bilgisayar-82v700a9tx-p-811944598,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.09908858140437
230,MSI,18899,260,4.7,3,https://www.trendyol.com/msi/modern-15-b12mo-814xtr-i7-1255u-16gb-ddr4-uma-512gb-ssd-15-6-full-hd-freedos-notebook-p-807437743,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1255U,6,12. Nesil,0,Q Türkçe,2,Modern,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.357003125750495
231,MONSTER,23599,530,4.3,4,https://www.trendyol.com/monster/abra-a5-v21-3-4-intel-core-i7-12700h-16-gb-ram-1-tb-ssd-4-gb-rtx-2050-freedos-15-6-fhd-144-hz-p-820076931,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,2,Intel,"(20000, 40000]",3,Orta Performans,8.475199496591603
232,HP,37999,2766,4.5,56,https://www.trendyol.com/hp/victus-16-s0011nt-7z584ea-8gb-rtx4060-ryzen-7-7840hs-16gb-ram-1tb-ssd-16-1-inc-fhd-144hz-p-738778131,AMD Ryzen 7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.1,Oyun,1,8,3700X,8,Ryzen 3000 Serisi,0,Q Türkçe,2,Victus,0,1,4.800000000000001,2,Nvidia,4,AMD,"(20000, 40000]",3,Orta Performans,9.308878519702205
233,LENOVO,49999,639,5.0,20,https://www.trendyol.com/lenovo/legion-5-82rb00dctx-intel-core-i7-12700h-16gb-512gb-ssd-rtx3070-8gb-15-6-wqhd-dos-gaming-laptop-p-347047019,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3070,15.6,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Legion,0,0,7.600000000000001,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.146797398902665
234,ACER,8349,889,4.8,6,https://www.trendyol.com/acer/chromebook-spin-314-intel-celeron-n4500-8-gb-ram-64-gb-ssd-14-2si-1-arada-dizustu-bilgisayar-p-655990170,AMD Ryzen 5,8,64,Chrome OS,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,4500U,6,Ryzen 4000 Serisi,1,Q Türkçe,2,Chromebook,0,1,4.800000000000001,2,Intel,1,AMD,"(0, 20000]",0,Düşük Performans,9.64217966765809
235,ASUS,39299,145,5.0,2,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vv-lp243-intel-core-i7-13620h-16-gb-512-gb-ssd-rtx-4060-140watt-144-hz-free-p-811392968,Intel Core i7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,13620H,10,13. Nesil,0,Q Türkçe,2,Tuf,1,0,7.2,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.020740980214665
236,CASPER,16999,1793,4.6,27,https://www.trendyol.com/casper/nirvana-x600-1235-df00x-g-f-intel-core-i5-1235u-32gb-ram-1tb-nvme-ssd-freedos-p-786588766,Intel Core i5,32,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.345043729471097
237,Huawei,24500,1771,4.2,17,https://www.trendyol.com/huawei/matebook-d15-amd-ryzen-7-5700u-16-gb-512-gb-ssd-radeon-graphics-15-6-inch-w11-home-64bit-gri-p-732708663,AMD Ryzen 7,16,512,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5700U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,Matebook,0,0,5.6,3,AMD,2,AMD,"(20000, 40000]",3,Orta Performans,8.37860285012285
238,Dell,15599,101,5.0,2,https://www.trendyol.com/dell/vostro-3520-intel-core-i5-1235u-16gb-512-gb-ssd-120hz-15-6-windows-11-pro-n1605pvnb3520t37-p-796126166,Intel Core i5,16,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vostro,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.0174294581663
239,ASUS,6800,7324,4.4,131,https://www.trendyol.com/asus/e510ma-br580w-cel-n4020-4gb-ram-128ssd-windows-11-laptop-p-219551893,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,E510,0,0,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.713829161109162
240,MONSTER,27773,5212,4.8,94,https://www.trendyol.com/monster/abra-a5-v20-4-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760273029,Intel Core i5,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.382662331750755
241,ASUS,38956,710,4.9,10,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nv-lp037-8gb-rtx4060-ryzen-7-7735hs-16gb-ram-512gb-ssd-15-6-inc-fhd-144hz-p-703525185,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,7735HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,0,1,6.4,3,Nvidia,4,AMD,"(20000, 40000]",3,Orta Performans,9.875473153091574
242,ACER,34499,234,5.0,3,https://www.trendyol.com/acer/an515-58-i7-12700h-16gb-1tb-ssd-rtx4060-15-6-165hz-windows-11-nh-qm0ey-003-p-752912182,Intel Core i7,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,15.6,Oyun,1,8,12700H,14,12. Nesil,0,Q Türkçe,2,Nitro,1,1,7.600000000000001,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.032361936782989
243,ASUS,17499,674,4.9,15,https://www.trendyol.com/asus/fhd-intel-core-i5-1235u-islemci-intel-iris-xe-graphics-16gb-ram-1tb-ssd-windows-11-x1502za-p-778408594,Intel Core i5,16,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.89695319687425
244,LENOVO,13804,21000,4.3,294,https://www.trendyol.com/lenovo/ideapad-slim3-intel-core-i5-12450h-8gb-512gb-ssd-dos-15-6-fhd-arctic-grey-laptop-83er000wtr-p-772120068,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,11.164623044096729
245,ASUS,35299,1749,4.6,23,https://www.trendyol.com/asus/rog-strix-g15-g513rc-hn194-amd-r7-6800hs-16gb-512gb-ssd-rtx3050-144hz-dos-15-6-fhd-notebook-p-650131722,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,6800HS,8,Ryzen 6000 Serisi,0,Q Türkçe,2,Rog,1,1,6.0,3,Nvidia,3,AMD,"(20000, 40000]",3,Orta Performans,9.323871061683692
246,ACER,24692,826,4.7,20,https://www.trendyol.com/acer/nitro-5-an515-58-core-i5-12450h-8gb-512gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qlzey-007-p-779034907,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Nitro,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.47512852062589
247,ASUS,19656,3063,4.6,23,https://www.trendyol.com/asus/vivobook-15-i5-1235u-24gb-1tb-ssd-15-6-freedos-tasinabilir-bilgisayar-x1502za-ej1067tr11-p-738401475,Intel Core i5,24,1024,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.414792453122978
