Unnamed: 0,Ürün Markası,Ürün Fiyatı (TL),Ürün Favorisi,Ürün Puanı,Ürün Puan Sayısı,Ürün URL,İşlemci Tipi,Ram (GB),SSD Kapasitesi (GB),İşletim Sistemi,Garanti Tipi,Ekran Kartı,Ekran Boyutu (inch),Kullanım Amacı,Ekran Kartı Tipi,Ekran Kartı Hafızası (GB),İşlemci Modeli,İşlemci Çekirdek Sayısı,İşlemci Nesli,Dokunmatik Ekran,Klavye,Garanti Süresi (Yıl),Ürün Modeli,Aydınlatma Durumu,HDMI,İşlemci Performans Skoru,İşlemci Performans Kategorisi,Ekran Kartı Markası,Ekran Kartı Kategorisi,İşlemci Markası,Fiyat Aralığı,cluster,performance_level,Ürün Rating
248,Dell,17459,899,4.9,9,https://www.trendyol.com/dell/inspiron-15-3520-i5-1235u-32-gb-1-tbssd-15-6-inc-fhd-120hz-windows-11-pro-i352024052009uar114-p-817772696,Intel Core i5,32,1024,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,0,Q Türkçe,2,Inspiron,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.884596293805767
249,ASUS,10899,1028,4.9,18,https://www.trendyol.com/asus/vivobook-15-x1504za-bq450-i3-1215u-8gb-512gb-ssd-15-6-fhd-fdos-tasinabilir-dizustu-bilgisayar-p-769232449,Intel Core i3,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Vivobook,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.93768434390645
250,ACER,26999,271,5.0,1,https://www.trendyol.com/acer/nitro-v-15-core-i5-13420h-16-gb-512-gb-ssd-rtx-4050-freedos-15-6-fhd-notebook-nh-qnbey-001-165-p-784761575,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,13420H,8,13. Nesil,0,Q Türkçe,2,Nitro,0,1,6.800000000000001,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.025299957510484
251,MONSTER,30537,288,4.5,2,https://www.trendyol.com/monster/abra-a7-v15-2-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-824629840,Intel Core i7,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.902959291348765
252,CASPER,9500,44700,4.2,455,https://www.trendyol.com/casper/nirvana-c370-4020-4c00b-intel-celeron-n4020-4gb-ram-120gb-ssd-windows-11-home-15-6-hd-p-358003688,Intel Celeron,4,120,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Nirvana,0,0,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,13.405548022390128
253,Technopc,7250,4210,2.8,13,https://www.trendyol.com/technopc/t14n3-celeron-n3450-4gb-128gb-wifi-0-3m-7-4v-14-notebook-3g-tablet-p-315306563,Intel Celeron,4,128,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,N3450,4,Apollo Lake,0,Q Türkçe,2,T14N3,0,0,1.6,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,5.243135002124476
254,LENOVO,14299,170,4.0,4,https://www.trendyol.com/lenovo/ideapad-slim-3-i5-12450h-8gb-512gb-ssd-w11pro-15-6-fhd-tasinabilir-bilgisayar-83er000wtr-02-p-801252602,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,7.775158901553639
255,LENOVO,15899,2459,4.7,41,https://www.trendyol.com/lenovo/v15-g3-amd-ryzen-7-5825u-16gb-512gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82tv004mtx-p-686366293,AMD Ryzen 7,16,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5825U,8,Ryzen 5000 Serisi,0,Q Türkçe,2,V15,0,0,5.6,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.688755586632428
256,Apple,38999,22900,4.8,347,https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-256gb-ssd-gece-yarisi-p-336318153,Apple M2,8,256,Mac Os,Resmi Distribütör Garantili,M2 8-Çekirdekli GPU,13.6,Ofis - İş,0,8,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,1,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,13.10313421145
257,ACER,18769,621,4.2,5,https://www.trendyol.com/acer/an515-58-nh-qmzey-005-i5-12450h-8gb-ddr5-256gb-ssd-rtx2050-4gb-15-6-144hz-w11h-p-776123333,Intel Core i5,8,256,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Nitro,1,1,6.4,3,Nvidia,2,Intel,"(0, 20000]",0,Düşük Performans,8.258528709981341
258,LENOVO,13989,1516,4.7,30,https://www.trendyol.com/lenovo/ideapad-3-slim-case-intel-core-i5-12450h-8gb-512gb-ssd-freedos-14-inc-83eq000atr-p-780566121,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,12450H,8,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.4,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.570327208069314
259,LENOVO,10985,0,3.0,2,https://www.trendyol.com/lenovo/ideapad-3-15iau7-intel-core-i3-1215u-16gb-256gb-ssd-windows-11-home-15-6-82rk00yatxa29-p-812253762,Intel Core i3,16,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,5.505405405405406
260,CASPER,24685,3127,4.5,40,https://www.trendyol.com/casper/excalibur-g770-1245-bfj0x-b-i5-12450h-16gb-ram-1tb-ssd-gen4-4gb-rtx3050-dos-gaming-laptop-p-356606061,Intel Core i5,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Excalibur,0,1,6.4,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,9.26221124448098
261,CASPER,11699,182,5.0,1,https://www.trendyol.com/casper/nirvana-x600-1215-8v00x-g-f-intel-core-i3-1215u-8gb-ram-500gb-nvme-ssd-freedos-p-797713308,Intel Core i3,8,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.018604939868098
262,HP,21699,4452,4.6,51,https://www.trendyol.com/hp/victus-gaming-laptop-15-fb0015nt-r5-5600h-16gb-512gb-ssd-rx6500m-dos-15-6-fhd-144hz-a42zmea-p-467360063,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,AMD Radeon RX6500M,15.6,Oyun,1,4,5600H,6,Ryzen 5000 Serisi,0,Q Türkçe,2,Victus,1,1,5.2,3,AMD,3,AMD,"(20000, 40000]",0,Düşük Performans,9.640303468252942
263,ASUS,22499,1671,4.5,13,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn205-i5-12500h-8gb-ram-512gb-ssd-4gb-rtx3050-15-6-inc-fhd-144hz-p-788113172,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12500H,12,12. Nesil,0,Q Türkçe,2,Tuf,0,1,7.200000000000001,4,Nvidia,3,Intel,"(20000, 40000]",0,Düşük Performans,9.043912345975505
264,Apple,39999,2060,4.7,36,https://www.trendyol.com/apple/macbook-air-m2-8c-cpu-10c-gpu-512gb-ssd-13-yildiz-isigi-dizustu-bilgisayar-mly23tu-a-p-347635414,Apple M2,8,512,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.0,Ofis - İş,0,0,M2,8,M serisi,0,Q Türkçe,2,Macbook,0,0,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,9.636950544050546
265,ASUS,20599,186,5.0,1,https://www.trendyol.com/asus/vivobook-16x-k3605zf-n115901-i5-12450h-16gb-512gb-ssd-4gb-rtx2050-16-wuxga-120hz-freedos-p-761337456,Intel Core i5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 2050,16.0,Ev - Okul,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Vivobook,1,1,6.4,3,Nvidia,2,Intel,"(20000, 40000]",0,Düşük Performans,10.018905839537418
266,Dell,12599,850,4.9,11,https://www.trendyol.com/dell/inspiron-15-3520-i5-1235u-8gb-ram-256gb-ssd-15-6-inc-fhd-120hz-ubuntu-i352024052009u-p-776388429,Intel Core i5,8,256,Ubuntu,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1235U,6,12. Nesil,1,Q Türkçe,2,Inspiron,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.890647327778906
267,HP,15051,663,3.7,3,https://www.trendyol.com/hp/255-g8-amd-ryzen-5-5500u-32gb-1tb-ssd-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-7n4w2aar9-p-737143866,AMD Ryzen 5,32,1024,Windows,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,5500U,6,Ryzen 5000 Serisi,0,Q Türkçe,2,255,0,1,5.2,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,7.1207505774879465
268,ASUS,22831,178,1.0,1,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn211-intel-i5-12500h-8gb-ddr4-512gb-ssd-4gb-rtx3050-15-6-f144hz-dos-p-775398732,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12500H,12,12. Nesil,0,Q Türkçe,2,Tuf,1,1,7.200000000000001,4,Nvidia,3,Intel,"(20000, 40000]",0,Düşük Performans,1.0018304040198778
269,LENOVO,7699,471,3.0,4,https://www.trendyol.com/lenovo/v15-82qy00r1tx-celeron-n4500-8gb-ram-256gb-ssd-o-b-vga-15-6-fullhd-freedos-notebook-p-827733705,Intel Celeron,8,256,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,N4500,2,Jasper Lake,0,Q Türkçe,2,V15,0,0,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,5.530326539321277
270,MONSTER,30817,1388,4.5,48,https://www.trendyol.com/monster/abra-a7-v14-5-intel-core-i5-13500h-16-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-17-3-fhd-144-hz-p-736036151,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,17.3,Oyun,1,6,13500H,12,13. Nesil,0,Q Türkçe,2,Abra,1,1,6.800000000000001,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,9.179141565831038
271,MONSTER,24899,1692,4.4,10,https://www.trendyol.com/monster/abra-a5-v21-1-4-intel-core-i5-12450h-16-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-15-6-fhd-144-hz-p-787762378,Intel Core i5,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,8.80309050636419
272,ASUS,10999,754,5.0,10,https://www.trendyol.com/asus/vivobook-go-15-ryzen-5-7520u-8-gb-512-gb-ssd-15-6-freedos-e1504fa-nj287-p-742777908,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Vivobook,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.106110361899834
273,I-Life,4999,389,3.0,2,https://www.trendyol.com/i-life/zed-air-plus-intel-n4000-4gb-ram-500gb-hdd-15-6-notebook-dizustu-bilgisayar-gumus-freedos-p-684182485,Intel Celeron,4,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4000,2,Gemini Lake,0,Q Türkçe,2,Zed Air,0,0,1.6,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,5.521507681365576
274,HP,36695,127,5.0,1,https://www.trendyol.com/hp/victus-16-r1042nt-i5-14500hx-16gb-1tb-ssd-8gb-rtx4060-win-11-home-144hz-16-1-fhd-notebook-9j244ea-p-825523041,Intel Core i7,16,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.1,Oyun,1,8,14500HX,16,14. Nesil,0,Q Türkçe,2,Victus,1,1,8.8,4,Nvidia,4,Intel,"(20000, 40000]",3,Orta Performans,10.014467569414938
275,Apple,37949,7586,4.7,139,https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-256gb-ssd-gumus-p-356763066,Apple M2,8,256,Mac Os,Resmi Distribütör Garantili,M2 8-Çekirdekli GPU,13.6,Ofis - İş,0,8,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,1,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,10.530146179823024
276,ASUS,72649,236,4.6,5,https://www.trendyol.com/asus/rog-strix-g16-g614jz-n3039-intel-i7-13650hx-16gb-ddr5-1tb-ssd-rtx4080-16-wuxga-165hz-dos-p-678471978,Intel Core i7,16,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4080,16.0,Oyun,1,12,13650HX,14,13. Nesil,0,Q Türkçe,2,Rog,0,1,8.0,4,Nvidia,5,Intel,"(60000, 80000]",1,Yüksek Performans,9.138545764903661
277,LENOVO,9959,947,4.4,24,https://www.trendyol.com/lenovo/ip3-82rk00x8tx-intel-core-i3-1215u-8gb-ram-256gb-ssd-15-6-fhd-windows-11-home-dizustu-bilgis-p-779208587,Intel Core i3,8,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Ideapad,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.814331719162771
278,MONSTER,50499,426,5.0,5,https://www.trendyol.com/monster/tulpar-t7-v26-1-2-intel-core-i7-13700h-32-gb-ram-1-tb-ssd-8-gb-rtx-4060-freedos-17-3-fhd-144-hz-p-793888216,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,17.3,Oyun,1,8,13700H,14,13. Nesil,0,Q Türkçe,2,Tulpar,1,1,8.0,4,Nvidia,4,Intel,"(40000, 60000]",1,Yüksek Performans,10.05667879773143
279,LENOVO,25699,260,3.5,2,https://www.trendyol.com/lenovo/yoga-slim-6-core-i5-1240p-8-gb-ram-512-gb-ssd-14-win11-laptop-gri-82wu006ytx-p-759379629,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Ev - Okul,0,0,1240P,12,12. Nesil,0,Q Türkçe,2,Yoga,1,1,7.200000000000001,4,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,6.644474912711755
280,Apple,35949,15700,4.8,288,https://www.trendyol.com/apple/macbook-air-13-6-m2-8gb-256gb-ssd-uzay-grisi-p-335392170,Apple M2,8,256,Mac Os,Resmi Distribütör Garantili,M2 8-Çekirdekli GPU,13.6,Ofis - İş,0,8,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,1,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,12.188422364264467
281,CASPER,12499,488,4.5,2,https://www.trendyol.com/casper/nirvana-x600-1215-bv00x-g-f-intel-core-i3-1215u-16gb-ram-500gb-nvme-ssd-freedos-p-797713386,Intel Core i3,16,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1215U,6,12. Nesil,0,Q Türkçe,2,Nirvana,0,1,6.000000000000001,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.916318272339325
282,Apple,38004,831,4.7,14,https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-cpu-10c-gpu-8-gb-512-gb-ssd-gumus-mly03tu-a-p-344380966,Apple M2,8,512,Mac Os,Resmi Distribütör Garantili,M2 10-Çekirdekli GPU,13.6,Ofis - İş,0,8,M2,8,M serisi,0,Q Türkçe,2,Macbook,1,0,8.0,4,Apple,5,Apple,"(20000, 40000]",3,Orta Performans,9.447816887458204
283,HP,45899,0,4.0,1,https://www.trendyol.com/hp/victus-16-s0004nt-7-nesil-ryzen-7-7840hs-rtx4070-8gb-16gb-512gb-16-1inc-w11-p-782618938,AMD Ryzen 7,16,512,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,16.1,Oyun,1,8,7840HS,8,Ryzen 7000 Serisi,0,Q Türkçe,2,Victus,1,1,6.4,3,Nvidia,5,AMD,"(40000, 60000]",1,Yüksek Performans,7.7538083538083535
284,ACER,10104,186,5.0,3,https://www.trendyol.com/acer/aspire-3-a315-24p-amd-ryzen-5-7520-8gb-512gb-ssd-dos-15-6-tasinabilir-bilgisayar-p-791108470,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Aspire,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.028747593800226
285,ASUS,43499,458,4.3,4,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4a42-hn008a42-intel-i7-12700h-32gb-1tb-ssd-rtx3050-windows-11-pro-15-6-p-704188391,Intel Core i7,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Tuf,1,1,7.600000000000001,4,Nvidia,3,Intel,"(40000, 60000]",3,Orta Performans,8.470629629417527
286,LENOVO,9019,0,5.0,1,https://www.trendyol.com/lenovo/ryzen-5-7520u-8gb-256gb-ssd-freedos-15-6-ips-fhd-82vg00m9tx-8256-dizustu-p-841912754,AMD Ryzen 5,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7520U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Ideapad,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,10.004914004914005
287,MONSTER,31899,432,4.4,14,https://www.trendyol.com/monster/abra-a5-v20-4-5-intel-core-i5-12450h-32-gb-ram-1-tb-ssd-6-gb-rtx-4050-windows-11-15-6-fhd-144-hz-p-760784218,Intel Core i5,32,1024,Windows,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,8.737798131200238
288,Huawei,22999,21800,4.7,442,https://www.trendyol.com/huawei/matebook-d14-intel-core-i5-1155g7-8gb-512gb-ssd-14-w11-dizustu-bilgisayar-huawei-turkiye-garanti-p-664355420,Intel Core i5,8,512,Windows,Resmi Distribütör Garantili,Intel Graphics,14.0,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,Matebook,0,1,4.800000000000001,2,Intel,1,Intel,"(20000, 40000]",0,Düşük Performans,13.210819197871832
289,ACER,12999,3117,4.7,65,https://www.trendyol.com/acer/extensa-ex215-54-intel-core-i5-1135g7-8-gb-512-gb-ssd-freedos-15-6-fhd-nx-egjey-00a-p-343207843,Intel Core i5,8,512,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1135G7,4,11. Nesil,0,Q Türkçe,2,Extensa,0,0,5.2,3,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,9.848372106556319
290,LENOVO,67919,181,5.0,2,https://www.trendyol.com/lenovo/thinkbook-16pg4-irh-21j8003ctr-i9-32gb-1tb-rtx4060-16-inc-3-2k-3200-2000-165hz-laptop-p-816714645,Intel Core i9,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4060,16.0,Oyun,1,8,13900H,14,13. Nesil,0,Q Türkçe,2,Thinkbook,0,1,8.0,4,Nvidia,4,Intel,"(60000, 80000]",1,Yüksek Performans,10.023450407345143
291,ASUS,19949,628,3.0,2,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn049-amd-ryzen-5-7535hs-8gb-512gb-ssd-4gb-rtx3050-15-6-fhd-144hz-fdos-p-813590502,AMD Ryzen 5,8,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Tuf,1,1,6.000000000000001,3,Nvidia,3,AMD,"(0, 20000]",0,Düşük Performans,5.5314008534850645
292,Apple,19900,236,3.0,1,https://www.trendyol.com/apple/macbook-air-m1-8gb-256gb-ssd-macos-13-uzay-grisi-teshir-a2337-p-843236930,Apple M1,8,256,Mac Os,Resmi Distribütör Garantili,M1 8-Çekirdekli GPU,13.3,Ev - Okul,0,0,M1,8,M serisi,0,Q Türkçe,2,Macbook,0,0,7.600000000000001,4,Apple,5,Apple,"(0, 20000]",0,Düşük Performans,5.51246689697216
293,LENOVO,25784,721,4.0,4,https://www.trendyol.com/lenovo/ip-gaming3-amd-ryzen-5-7535hs-16gb-512gb-rtx4050-dos-15-6-onyx-grey-gaming-laptop-82sb00pdtx-p-744554279,AMD Ryzen 5,16,512,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,7535HS,6,Ryzen 7000 Serisi,0,Q Türkçe,2,Ideapad,1,1,6.000000000000001,3,Nvidia,5,AMD,"(20000, 40000]",3,Orta Performans,7.8073291542738925
294,LENOVO,10194,9126,4.1,113,https://www.trendyol.com/lenovo/ideapad-slim3-amd-ryzen-5-7320u-8gb-256gb-dos-15-6-arctic-grey-laptop-lenovo-turkiye-garantili-p-744554284,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ofis - İş,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Ideapad,0,0,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,8.995440755943912
295,MONSTER,24699,192,5.0,1,https://www.trendyol.com/monster/abra-a5-v21-4-intel-core-i7-12700h-16-gb-ram-500-gb-ssd-6-gb-rtx-3050-freedos-15-6-fhd-144-hz-p-820167123,Intel Core i7,16,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 3050,15.6,Oyun,1,4,12700H,14,12. Nesil,0,Q Türkçe,2,Abra,1,1,7.600000000000001,4,Nvidia,3,Intel,"(20000, 40000]",3,Orta Performans,10.0193571890414
296,LENOVO,7799,3535,4.2,56,https://www.trendyol.com/lenovo/ideapad3-81wq00j1tx-intel-celeron-n4020-1-1ghz-islemci-4gb-ram-128gb-ssd-15-6-windows-11-p-300100920,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,Ideapad,0,0,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.649596042932883
297,MSI,59517,590,5.0,4,https://www.trendyol.com/msi/katana-17-b13vgk-1040xtr-i7-13620h-32gb-ddr5-rtx4070-gddr6-8gb-1tb-ssd-17-3-fhd-144hz-dos-p-808460206,Intel Core i7,32,1024,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4070,17.3,Oyun,1,8,13620H,10,13. Nesil,0,Q Türkçe,2,Katana,0,1,7.2,4,Nvidia,5,Intel,"(40000, 60000]",1,Yüksek Performans,10.06410411778833
298,ASUS,7199,759,4.3,3,https://www.trendyol.com/asus/x515ma-ej954w-intel-n4020-4gb-ram-128gb-ssd-15-6-inc-fhd-windows-11-home-p-775782173,Intel Celeron,4,128,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,N4020,2,Gemini Lake Refresh,0,Q Türkçe,2,X515,0,1,2.0,1,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,8.48557053758475
299,MONSTER,25777,357,5.0,2,https://www.trendyol.com/monster/abra-a5-v20-4-6-intel-core-i5-12450h-8-gb-ram-500-gb-ssd-6-gb-rtx-4050-freedos-15-6-fhd-144-hz-p-760272956,Intel Core i5,8,500,FreeDos,Resmi Distribütör Garantili,Nvidia GeForce RTX 4050,15.6,Oyun,1,6,12450H,8,12. Nesil,0,Q Türkçe,2,Abra,1,1,6.4,3,Nvidia,5,Intel,"(20000, 40000]",3,Orta Performans,10.036696495538601
300,Apple,141000,2301,5.0,8,https://www.trendyol.com/apple/macbook-pro-16-m2-max-32gb-1tb-ssd-space-gray-laptop-apple-turkiye-garantili-mnwa3tu-a-p-637235161,Apple M2 Max,32,1024,Mac Os,Resmi Distribütör Garantili,M2 38-Çekirdekli GPU,16.0,Ofis - İş,0,0,M2 Max,12,M serisi,0,Q Türkçe,2,Macbook,0,0,8.8,4,Apple,5,Apple,"(140000, 160000]",2,Çok Yüksek Performans,10.212999685947054
301,ASUS,9299,7392,4.5,145,https://www.trendyol.com/asus/intel-core-i3-1115g4-4gb-ram-256gb-ssd-15-6-fhd-windows-11-gri-laptop-x515ea-bq868w-p-356470217,Intel Core i3,4,256,Windows,Resmi Distribütör Garantili,Intel Graphics,15.6,Ev - Okul,0,0,1115G4,2,11. Nesil,0,Q Türkçe,2,X415,0,0,4.800000000000001,2,Intel,1,Intel,"(0, 20000]",0,Düşük Performans,10.035780680201732
302,ACER,11997,7830,4.1,181,https://www.trendyol.com/acer/aspire-3-amd-ryzen-3-7320u-8gb-256gb-ssd-dos-15-6-fhd-dizustu-bilgisayar-acer-turkiye-garantili-p-755183026,AMD Ryzen 3,8,256,FreeDos,Resmi Distribütör Garantili,AMD Graphics,15.6,Ev - Okul,0,0,7320U,4,Ryzen 7000 Serisi,0,Q Türkçe,2,Aspire,0,1,5.6000000000000005,3,AMD,2,AMD,"(0, 20000]",0,Düşük Performans,9.195589433042064
303,CASPER,24999,16700,4.4,489,https://www.trendyol.com/casper/nirvana-c500-1155-bv00x-g-f-intel-core-i5-1155g7-16gb-ram-500gb-nvme-ssd-gen4-freedos-p-349212808,Intel Core i5,16,500,FreeDos,Resmi Distribütör Garantili,Intel Graphics,15.6,Ofis - İş,0,0,1155G7,2,11. Nesil,0,Q Türkçe,2,Nirvana,0,1,4.800000000000001,2,Intel,1,Intel,"(20000, 40000]",3,Orta Performans,12.07566909903752
